category,name,mrp,discountPercent,availableQuantity,discountedSellingPrice,weightInGms,outOfStock,quantity
Munchies,"24 Mantra Organic Red Poha",75.00,8,1,69.00,500,FALSE,500
Munchies,"Everest Powder - Tea Masala",98.00,9,5,89.00,100,FALSE,100
Munchies,"Tata Sampann Urad Dal Split",94.00,4,6,90.00,500,FALSE,500
Munchies,"Popular Essentials Idli Sooji",30.00,6,6,28.00,500,FALSE,500
Munchies,"Popular Essentials Dessicated Coconut",95.00,9,6,86.00,200,FALSE,200
Munchies,"Sunfeast Yippee! Mood Masala Noodles",60.00,28,3,43.00,260,FALSE,260
Munchies,"Chef's Basket Durum Wheat Elbow Pasta",160.00,50,6,80.00,500,FALSE,500
Munchies,"MTR Breakfast Khatta Meetha Poha Mix",25.00,20,6,20.00,60,FALSE,60
Munchies,"Satyam Khobra",113.00,10,5,101.00,200,FALSE,200
Munchies,"Betty Crocker Complete Pancake Mix Original",110.00,4,6,105.00,250,FALSE,500
Munchies,"Borges Durum Wheat Fusilli Pasta",250.00,0,3,250.00,500,FALSE,500
Munchies,"24 Mantra Organic Green Moong Dal - Split",135.00,0,2,135.00,500,FALSE,500
Munchies,"Weikfield Vanilla Flavoured Custard Powder",37.00,0,6,37.00,100,FALSE,100
Munchies,"Tata Sampann Moong Dal Split",180.00,1,5,178.00,1000,FALSE,200
Munchies,"Tata Sampann Kala Chana",64.00,0,5,64.00,500,FALSE,500
Munchies,"Saffola Soya Chunks Mealmaker",50.00,0,2,50.00,200,FALSE,200
Munchies,"24 Mantra Bura Sugar (Demerara)",80.00,10,6,72.00,500,FALSE,500
Munchies,"Popular Essentials Green Cardamom (Elaichi)",200.00,1,6,198.00,50,FALSE,50
Munchies,"Hershey's Syrup Delicious Strawberry",95.00,0,1,95.00,200,FALSE,200
Munchies,"Popular Essentials Anjeer",190.00,11,4,169.00,100,FALSE,100
Munchies,"Popular Essentials Mustard Seeds Rai Small",20.00,0,2,20.00,100,FALSE,100
Munchies,"Weikfield Baking Powder",33.00,3,6,32.00,100,FALSE,100
Munchies,"Dabur Honey Squeezy",185.00,9,6,167.00,225,FALSE,225
Munchies,"Tata Sampann High Protein Kali Urad",91.00,14,6,78.00,500,FALSE,500
Munchies,"Everest Kitchen King Masala",37.00,2,6,36.00,50,FALSE,50
Munchies,"Chef's Basket Durum Wheat Fusilli Pasta",160.00,50,6,80.00,500,FALSE,500
Munchies,"TilSona Til Oil",180.00,10,2,162.00,500,FALSE,500
Munchies,"Top Ramen Chicken Noodles",60.00,10,1,54.00,280,FALSE,280
Munchies,"Everest Chaat Masala",35.00,2,1,34.00,50,FALSE,50
Munchies,"Keya Wonder Red Hot Chilli Flakes",89.00,10,2,80.00,40,FALSE,40
Munchies,"Popular Essentials White Peas (Un-Polished)",80.00,10,5,72.00,500,FALSE,500
Munchies,"Ching’s Secret Chowmein Hakka Noodles Masala",44.00,0,2,44.00,60,FALSE,60
Munchies,"Dhara Filtered Groundnut Oil (Jar)",1050.00,1,6,1035.00,5000,FALSE,5
Munchies,"Pillsbury Choco Chip Pancake Mix",99.00,5,6,94.00,165,FALSE,165
Munchies,"Hershey's Caramel Syrup",230.00,0,1,230.00,623,FALSE,623
Munchies,"Pillsbury Multi Grain Atta",60.00,6,3,56.00,1000,FALSE,1
Munchies,"McCain New Mini Samosa with Cheese Corn Style Filling",120.00,1,2,118.00,240,FALSE,240
Munchies,"Satyam Puffed Rice Kurmura (A)",43.00,0,6,43.00,200,FALSE,200
Munchies,"MTR 3 Min Poha",25.00,0,6,25.00,60,FALSE,60
Munchies,"Ching's Manchurian Instant Noodles",15.00,0,5,15.00,60,FALSE,60
Munchies,"Everest Pav Bhaji Masala",70.00,0,2,70.00,100,FALSE,100
Munchies,"Hershey's Chocolate Flavour Syrup",220.00,6,6,205.00,623,FALSE,680
Munchies,"Popular Essentials Dhania (Coriander Seeds)",55.00,16,4,46.00,200,FALSE,200
Munchies,"24 Mantra Red Chilly Whole",70.00,7,1,65.00,100,FALSE,100
Munchies,"Dabur Honey - World's No.1",120.00,0,6,120.00,250,FALSE,250
Munchies,"24 Mantra Organic Puffed Rice",40.00,2,6,39.00,200,FALSE,200
Munchies,"24 Mantra Organic Wheat Daliya",48.00,2,2,47.00,500,FALSE,500
Munchies,"24 Mantra Organic Ragi Flour",65.00,20,4,52.00,500,FALSE,500
Munchies,"Popular Essentials Cinnamon Whole (Dalchini)",35.00,5,6,33.00,25,FALSE,25
Munchies,"Sundrop Super Lite Advanced - Sunflower Oil",215.00,0,4,215.00,1000,FALSE,1
Munchies,"Pillsbury Atta/Godihittu - Chakki Fresh",102.00,7,4,94.00,2000,FALSE,2
Munchies,"Popular Essentials Green Moong Chilka/Chilka (Un-Polished)",85.00,7,5,79.00,500,FALSE,500
Munchies,"Popular Essentials HMT Kolam Steam",75.00,0,3,75.00,1000,FALSE,1
Munchies,"Popular Essentials Black Urad Split",80.00,10,4,72.00,500,FALSE,500
Munchies,"Keya Oregano",109.00,10,5,98.00,9,FALSE,9
Munchies,"Popular Essentials Pink Rajma",100.00,10,6,90.00,500,FALSE,500
Munchies,"Everest Chicken Masala",74.00,2,6,72.00,100,FALSE,100
Munchies,"Popular Essentials HMT Kolam Steam",370.00,10,6,333.00,5000,FALSE,5
Munchies,"Everest Shahi Paneer Masala",42.00,4,5,40.00,50,FALSE,50
Munchies,"Godrej Yummiez Chicken Nuggets",325.00,9,1,293.00,500,FALSE,500
Munchies,"Flying Bird Vanilla Essence",35.00,2,6,34.00,20,FALSE,20
Munchies,"Everest Sabji Masala",30.00,3,6,29.00,50,FALSE,50
Munchies,"Popular Essentials Californian Almond",695.00,32,6,470.00,500,FALSE,500
Munchies,"Cornitos Cornitos Taco Shells - 4 Inches",110.00,20,6,88.00,80,FALSE,80
Munchies,"Everest Rajma Masala",33.00,3,5,32.00,50,FALSE,50
Munchies,"Popular Essentials White Til",40.00,5,1,38.00,100,FALSE,100
Munchies,"Amul Dark Compound Chocolate Slab",125.00,2,6,122.00,500,FALSE,500
Munchies,"Mothers Recipe Papad Chana Masala",79.00,10,6,71.00,200,FALSE,200
Munchies,"Ching's Schezwan Masala Instant Noodles",60.00,0,1,60.00,240,FALSE,240
Munchies,"Amul Milk Compound Chocolate Slab",110.00,2,6,107.00,500,FALSE,500
Munchies,"Eastern Chicken Masala",70.00,7,3,65.00,100,FALSE,100
Munchies,"Popular Essentials Methi Seeds",25.00,0,5,25.00,100,FALSE,100
Munchies,"Saffola Yummy Masala Noodles",20.00,0,2,20.00,46,FALSE,46
Munchies,"Cadbury Hot Chocolate",175.00,5,6,166.00,200,FALSE,200
Munchies,"Ching's Chicken Chilli Masala",10.00,0,6,10.00,20,FALSE,20
Munchies,"Dabur Keora water - Authentic flavour for Biryani's and Desserts",62.00,6,6,58.00,250,FALSE,250
Munchies,"Popular Essentials Black Cardamom/Elaichi",100.00,10,6,90.00,50,FALSE,50
Munchies,"Popular Essentials Idli Rice",60.00,10,4,54.00,1000,FALSE,1
Munchies,"Everest Chole Masala",33.00,3,1,32.00,50,FALSE,50
Munchies,"Dabur Hommade Tamarind Paste",48.00,6,6,45.00,200,FALSE,200
Munchies,""Maggi Magic Cubes, Vegetarian Masala (Free 2 Cubes Inside)"",35.00,2,6,34.00,48,FALSE,48
Munchies,"Popular Essentials Cooking Soda",30.00,10,6,27.00,200,FALSE,200
Munchies,"RRO Primio Refined Groundnut Oil Pet Bottle",255.00,6,2,239.00,1000,FALSE,1
Munchies,"Everest Pani Puri Masala",31.00,3,6,30.00,50,FALSE,50
Munchies,"Nissin Cup Noodles Tangy Tomato",50.00,10,2,45.00,70,FALSE,70
Munchies,"Ching's Veg Manchurian Masala",10.00,0,2,10.00,20,FALSE,20
Munchies,"Ceres Foods Fish Mustard Instant Liquid Masala",220.00,50,6,110.00,200,FALSE,200
Munchies,"Everest Garam Masala",158.00,10,6,142.00,200,FALSE,200
Munchies,"24 Mantra Organic Jowar Flour",70.00,7,6,65.00,500,FALSE,500
Munchies,"Maggi Coconut Milkpowder",100.00,0,6,100.00,100,FALSE,100
Munchies,"On1y Pepper Grinder",159.00,9,1,144.00,50,FALSE,50
Munchies,"Popular Essentials Rice Flour",60.00,0,3,60.00,1000,FALSE,1
Munchies,"Sunfeast Yippee! Pasta Treat - Sour Cream Onion",28.00,10,1,25.00,65,FALSE,65
Munchies,"24 Mantra Organic Brown Sona Masoori Rice",95.00,0,6,95.00,1000,FALSE,1
Munchies,"Happilo Premium Afghani Anjeer",365.00,29,2,256.00,200,FALSE,200
Munchies,"Popular Essentials Chiroti Sooji",35.00,2,6,34.00,500,FALSE,500
Munchies,"RRO Til Dil Premium Til Oil Bottle",330.00,10,5,294.00,1000,FALSE,1
Munchies,"Popular Essentials Red Rajma",90.00,10,6,81.00,500,FALSE,500
Munchies,"Cornitos Peanut - Premium Salted",120.00,10,6,108.00,150,FALSE,150
Munchies,"Popular Essentials Black Pepper",100.00,10,5,90.00,100,FALSE,100
Munchies,"24 Mantra Organic Tur Dal - Split",130.00,7,6,120.00,500,FALSE,500
Munchies,"Sugarfree Gold Low Calorie Sweetner",65.00,6,3,61.00,110,FALSE,100
Munchies,"Ching's Secret Paneer Chilli Masala",10.00,0,2,10.00,20,FALSE,20
Munchies,"Dabur Honey",220.00,7,3,204.00,500,FALSE,500
Munchies,"Sunfeast Yippee! Pasta Treat - Sour Cream Onion",28.00,17,3,23.00,65,FALSE,65
Munchies,"Everest Tea Masala",55.00,9,2,50.00,50,FALSE,50
Munchies,"Ching's Paneer Chilli Masala",44.00,0,4,44.00,60,FALSE,60
Munchies,"Sunfeast YiPPee! Magic Masala Noodles",70.00,10,3,63.00,405,FALSE,405
Munchies,"Everest Meat Masala Powder",74.00,9,3,67.00,100,FALSE,100
Munchies,"Pillsbury Atta With Multigrains Wheat Grains",295.00,16,6,245.00,5000,FALSE,5
Munchies,"Mother's Recipe Tamarind Paste",50.00,2,6,49.00,200,FALSE,200
Munchies,"Quaker Oats Breakfast Cereals - With Flavour Mix Nutritious Rich Source Of Energy",49.00,8,6,45.00,200,FALSE,200
Munchies,"Popular Essentials Cloves (Lavang)",75.00,17,6,62.00,50,FALSE,50
Munchies,"Sunfeast Yippee! Power Up Atta Noodles",96.00,15,6,81.00,280,FALSE,280
Munchies,"Suhana Paneer Tikka Masala Mix",40.00,5,6,38.00,50,FALSE,50
Munchies,"24 Mantra Turmeric Powder",35.00,2,6,34.00,100,FALSE,100
Munchies,"24 Mantra Super Grain Quinoa",190.00,0,4,190.00,500,FALSE,500
Munchies,"Everest Powder - Egg Curry Masala",40.00,2,6,39.00,50,FALSE,50
Munchies,"Popular Essentials Pe Shah Jeera",60.00,15,6,51.00,50,FALSE,50
Munchies,"24 Mantra Organic Sattu Atta",95.00,0,6,95.00,500,FALSE,500
Munchies,"Smith & Jones Pasta Masala",46.00,0,6,46.00,54,FALSE,54
Munchies,"Weikfield Vanilla Custard Powder",142.00,9,3,128.00,500,FALSE,500
Munchies,"Sugarfree Natura Low Calorie Sweetner",300.00,10,3,270.00,42,FALSE,42
Munchies,"Pillsbury Vanilla Custard Powder",37.00,2,6,36.00,100,FALSE,100
Munchies,"24 Mantra Organic Rajma",145.00,0,6,145.00,500,FALSE,500
Munchies,"Popular Essentials Broken Wheat/Daliya",35.00,2,6,34.00,500,FALSE,500
Munchies,"Zorabian Chicken Smoked Ham",205.00,5,1,194.00,250,FALSE,250
Munchies,"Smith & Jones Peri Peri Masala",99.00,0,6,99.00,75,FALSE,75
Munchies,"Saffola Veggie Twist Masala Oats",195.00,12,2,171.00,500,FALSE,500
Munchies,"Popular Essentials Urad Dal Split (Un-Polished)",85.00,9,5,77.00,500,FALSE,500
Munchies,"Weikfield Baking Powder",22.00,0,6,22.00,50,FALSE,50
Munchies,"Popular Essentials Bajra Whole",65.00,13,6,56.00,1000,FALSE,1
Munchies,"Weikfield Veg Jelly Crystals - Strawberry",45.00,2,6,44.00,90,FALSE,90
Munchies,"Weikfield Veg Jelly Crystals - Raspberry",45.00,2,6,44.00,90,FALSE,90
Munchies,"Popular Essentials Masoor Dal Split (Un-Polished)",70.00,10,4,63.00,500,FALSE,500
Munchies,"Popular Essentials Ajwain Whole",50.00,12,2,44.00,100,FALSE,100
Munchies,"Popular Essentials Pista Salted (With Shell)",470.00,21,5,371.00,250,FALSE,250
Munchies,"The Bake Shop Bread Crumbs",50.00,6,3,47.00,400,FALSE,400
Munchies,"Popular Essentials Horse Gram",40.00,10,4,36.00,500,FALSE,500
Munchies,"Hershey's Chocolate Syrup",95.00,0,4,95.00,200,FALSE,200
Munchies,"Godrej Yummiez Chilli Chicken Sausages",160.00,10,3,144.00,250,FALSE,250
Munchies,"Everest Kasuri Methi",25.00,0,6,25.00,25,FALSE,25
Munchies,"Satyam Makhana",208.00,0,6,208.00,100,FALSE,100
Munchies,"Everest Tandoori Chicken Masala",39.00,2,5,38.00,50,FALSE,50
Munchies,"Weikfield Falooda Mix - Kesar Pista",49.00,2,3,48.00,200,FALSE,200
Munchies,"Weikfield Cocoa Powder",70.00,7,6,65.00,50,FALSE,50
Munchies,"Pantai Coconut Cream",150.00,4,4,143.00,400,FALSE,400
Munchies,"Popular Essentials Coriander Seeds",15.00,0,5,15.00,50,FALSE,50
Munchies,"Ching's Singapore Curry Instant Noodles",60.00,0,4,60.00,240,FALSE,240
Munchies,"Eastern Fish Masala",48.00,2,5,47.00,100,FALSE,100
Munchies,"Pillsbury Atta/Godihittu - Chakki Fresh",275.00,0,6,275.00,5000,FALSE,5
Munchies,"Oleev Smart Oil Fortified with VIT A, D, E & K (Pouch)",215.00,9,4,194.00,1000,FALSE,1
Munchies,"Everest Dry Ginger Powder",75.00,9,4,68.00,100,FALSE,100
Munchies,"Pillsbury Cooker Cake Mix - Choco",100.00,11,6,89.00,159,FALSE,159
Munchies,"Hersheys Chocolate Almond Syrup",200.00,0,2,200.00,450,FALSE,450
Munchies,"Satyam Nighties Spices  Chilli Pandi",56.00,7,5,52.00,100,FALSE,100
Munchies,"Popular Essentials Popular Essential Pista Salted (With Shell)",190.00,10,6,171.00,100,FALSE,100
Munchies,"Godrej Yummiez Chicken Punjabi Tikka",295.00,9,6,266.00,360,FALSE,360
Munchies,"Popular Essentials Rozana Sona Masuri Raw Rice",350.00,10,5,312.00,5000,FALSE,5
Munchies,"24 Mantra Mustard Oil (Cold Pressed)",350.00,10,6,312.00,1000,FALSE,1
Munchies,"24 Mantra Organic Black Pepper",170.00,7,6,157.00,100,FALSE,100
Munchies,"Popular Essentials Green Moong Whole",90.00,16,3,75.00,500,FALSE,500
Munchies,"24 Mantra Organic Masoor Dal - Split",95.00,7,6,88.00,500,FALSE,500
Munchies,"Praakritik Organic Natural Rock Salt",60.00,6,3,56.00,500,FALSE,500
Munchies,"24 Mantra Sunflower Oil (Cold Pressed) Pet Bottle",390.00,11,5,347.00,1000,FALSE,1
Munchies,"Ching's Secret Instant Noodles, Hot Garlic",60.00,0,4,60.00,240,FALSE,240
Munchies,"Saffola Everyday Peppy Tomato Masala Oats",195.00,12,6,171.00,500,FALSE,500
Munchies,"Dabur 100% Pure Honey - Worlds No.1",430.00,10,6,387.00,1000,FALSE,1
Munchies,"Popular Essentials Star Anise",70.00,10,5,63.00,25,FALSE,25
Munchies,"Ching's Secret Chicken 65 Masala - Chicken",10.00,0,5,10.00,20,FALSE,20
Munchies,"Cadbury Cocoa Powder",223.00,5,6,211.00,150,FALSE,150
Munchies,"Praakritik Natural Desi Gir Cow A2 Ghee",1450.00,10,6,1305.00,540,FALSE,540
Munchies,"Praakritik Organic Poha",120.00,6,5,112.00,500,FALSE,500
Munchies,"Praakritik Organic Natural Wild Forest Honey",160.00,6,4,150.00,200,FALSE,200
Munchies,"Popular Essentials Dry Dates (Kharak)",140.00,15,6,118.00,250,FALSE,250
Munchies,"Popular Essentials Kashmiri Red Rajma",95.00,6,4,89.00,500,FALSE,500
Munchies,"Dabur Hommade - Garlic Paste",50.00,6,6,47.00,200,FALSE,200
Munchies,"Dabur 100% Pure Honey",330.00,10,1,297.00,400,FALSE,400
Munchies,"Ching's Schezwan Fried Rice(Miracle Masala)",44.00,0,5,44.00,60,FALSE,60
Munchies,""Maggi Magic Cubes, Vegetarian Masala"",35.00,2,1,34.00,40,FALSE,40
Munchies,"Everest Tandoori Chicken Masala",74.00,9,3,67.00,100,FALSE,100
Munchies,"Popular Essentials Red Poha",45.00,4,6,43.00,500,FALSE,500
Munchies,"Everest Kitchen King Masala",142.00,9,6,128.00,200,FALSE,200
Munchies,"Pillsbury Oven Cake Mix - Rich Chocolate",165.00,10,5,147.00,285,FALSE,285
Munchies,"Eastern Super Garam Masala",74.00,6,2,69.00,200,FALSE,200
Munchies,"Maggi Magic Cubes Extra Chicken",40.00,2,6,39.00,48,FALSE,48
Munchies,"Satyam Nighties Spices  Chilli Kashmiri",102.00,6,6,95.00,100,FALSE,100
Munchies,"Eastern Cumin Powder",49.00,2,6,48.00,100,FALSE,100
Munchies,"Popular Essentials Urad Gola White(Un-Polished)",90.00,10,6,81.00,500,FALSE,500
Munchies,"24 Mantra Organic Chana Dal",95.00,6,5,89.00,500,FALSE,500
Munchies,"Delight Nuts Cashew Roasted & Salted",425.00,20,6,340.00,200,FALSE,200
Munchies,"Popular Essentials Mace/Javitri",90.00,10,3,81.00,20,FALSE,20
Munchies,"Dlicia Whip Topping Bottle",235.00,27,5,171.00,1000,FALSE,1
Munchies,"Mother's Recipe Paste Ginger & Garlic",76.00,10,4,68.00,300,FALSE,300
Munchies,"24 Mantra Groundnut Oil (Cold Pressed) Pet Bottle",410.00,10,6,369.00,1000,FALSE,1
Munchies,"Satyam Pulses Masur Dal",87.00,6,6,81.00,500,FALSE,500
Munchies,"Delight Nuts Pista Roasted & Salted",425.00,20,6,340.00,200,FALSE,200
Munchies,"Top Ramen Noodles, Atta",80.00,0,1,80.00,280,FALSE,280
Munchies,"Hershey's Cocoa Powder",95.00,0,5,95.00,70,FALSE,70
Munchies,"Praakritik Organic Singhara Atta",240.00,6,4,225.00,500,FALSE,500
Munchies,"Gits Veg Biryani Ready to Eat",110.00,10,6,99.00,265,FALSE,265
Munchies,"Delight Nuts Cranberries Sliced",299.00,20,6,239.00,200,FALSE,200
Munchies,"Borges Durum Wheat Pasta Superior Quality",250.00,40,6,149.00,500,FALSE,500
Munchies,"Ceres Foods Laal Maas Instant Liquid Masala",220.00,50,5,110.00,200,FALSE,200
Munchies,"Popular Essentials Sattu Atta",90.00,12,3,79.00,500,FALSE,500
Munchies,"Popular Essentials Mustard Seeds Rai Yellow",25.00,0,5,25.00,100,FALSE,100
Munchies,"Praakritik Organic Extra Virgin Coconut Oil",150.00,10,5,134.00,100,FALSE,100
Munchies,"Praakritik Organic Garlic Powder",110.00,1,5,108.00,100,FALSE,100
Munchies,"Sugarfree Gold Low Calorie Sweetner",125.00,5,6,118.00,100,FALSE,100
Munchies,"Aashirvaad Breakfast Instant Mix - Rice Idli",75.00,30,6,52.00,200,FALSE,200
Munchies,"Kitchens Of India Mutter Paneer",130.00,4,6,124.00,285,FALSE,285
Munchies,"Ching's Secret Veg Manchurian Masala",44.00,0,6,44.00,60,FALSE,60
Munchies,"Popular Essentials Jowa Flour",50.00,2,5,49.00,500,FALSE,500
Munchies,"Everest Shahi Biryani Masala",245.00,0,6,245.00,200,FALSE,200
Munchies,"Popular Essentials Black Til",50.00,6,4,47.00,100,FALSE,100
Munchies,"Popular Essentials Pancharatna Dal",80.00,10,6,72.00,500,FALSE,500
Munchies,"Saffola 100% Pure Honey",475.00,8,2,437.00,1000,FALSE,750
Munchies,"Popular Essentials Tamarind",150.00,14,6,128.00,500,FALSE,500
Munchies,"Gits Rice Dosa Instant Breakfast Mix",60.00,5,5,57.00,200,FALSE,200
Munchies,"Popular Essentials Poppy Seeds (Gasagase)",280.00,7,6,260.00,100,FALSE,100
Munchies,"Hershey's Hot Chocolate Powder",210.00,0,4,210.00,250,FALSE,250
Munchies,"Borges Farfalle Durum Wheat Pasta",250.00,0,5,250.00,500,FALSE,500
Munchies,"Satyam Chilli  Bedgi",82.00,10,5,73.00,100,FALSE,100
Munchies,"Aashirvaad Instant Mix - Rice Dosa",75.00,30,6,52.00,200,FALSE,200
Munchies,"Hershey's Cocoa - Natural Unsweetened",270.00,10,4,243.00,225,FALSE,225
Munchies,"Weikfield Veg Jelly Crystals - Mango",45.00,2,6,44.00,90,FALSE,90
Munchies,"Praakritik Orrganic Cold Pressed Sesame Oil",130.00,10,5,117.00,100,FALSE,100
Munchies,"Amulya Dairy Whitener",380.00,2,4,372.00,1000,FALSE,1
Munchies,"ITC Master Chef Hyderabadi Biryani",75.00,30,5,52.00,80,FALSE,80
Munchies,"Flying Bird Butter Scotch Essence",50.00,2,6,49.00,20,FALSE,20
Munchies,"Dabur Hommade - Ginger Paste",50.00,6,6,47.00,200,FALSE,200
Munchies,"Popular Essentials Green Peas (Un-Polished)",120.00,10,5,108.00,500,FALSE,500
Munchies,"Quaker Oats Pouch",276.00,10,6,248.00,1500,FALSE,1
Munchies,"24 Mantra Organic Urad White Whole",145.00,15,4,122.00,500,FALSE,500
Munchies,"Popular Essentials Guntur Chilli Stemless",40.00,2,2,39.00,100,FALSE,100
Munchies,"Popular Essentials Moth Whole",90.00,10,6,81.00,500,FALSE,500
Munchies,"Keya Pizza Seasoning",109.00,17,6,90.00,45,FALSE,45
Munchies,"Keya Piri Piri | Exotic Spices Mix",109.00,20,6,87.00,80,FALSE,80
Munchies,"24 Mantra Organic Moong Dal",135.00,7,6,125.00,500,FALSE,500
Munchies,"Betty Crocker French Vanilla Cake Mix",310.00,10,6,276.00,520,FALSE,520
Munchies,"Delight Nuts Dried Cranberries",340.00,20,6,272.00,200,FALSE,200
Munchies,"Everest Kesari Milk Masala",205.00,0,2,205.00,50,FALSE,50
Munchies,"Tong Garden Salted Cocktail Nuts",295.00,9,5,266.00,160,FALSE,160
Munchies,"MTR Uttapam Mix",165.00,5,6,156.00,500,FALSE,500
Munchies,"Gits Khaman Dhokla Instant Snack Mix",65.00,6,6,61.00,180,FALSE,180
Munchies,"Happilo Premium 100% Natural Whole Cashews",335.00,29,6,235.00,200,FALSE,200
Munchies,"Everest Dry Mango Powder",80.00,0,5,80.00,100,FALSE,100
Munchies,"Dabur Hommade - Ginger Garlic Past Tub",110.00,5,6,104.00,400,FALSE,400
Munchies,"Everest Chicken Masala",147.00,10,6,132.00,200,FALSE,200
Munchies,"Gits Medu Vada Instant Snack Mix",90.00,4,6,86.00,200,FALSE,200
Munchies,"Weikfield Drinking Chocolate Powder",65.00,10,6,58.00,100,FALSE,100
Munchies,"Popular Essentials Regular White Lobia",70.00,10,6,63.00,500,FALSE,500
Munchies,"Puro Healthy Salt Crystal",135.00,7,6,125.00,1000,FALSE,1
Munchies,"Popular Essentials Premium Jeera Rice",140.00,0,5,140.00,1000,FALSE,1
Munchies,"Smith & Jones Shahi Paneer Masala Mix",44.00,0,6,44.00,60,FALSE,60
Munchies,"Betty Crocker Mug Treats - Chocolate Mix - Pack of 4",200.00,11,6,178.00,264,FALSE,264
Munchies,"Smith & Jones Pasta Masala",60.00,10,5,54.00,108,FALSE,108
Munchies,"Catch Black Pepper Sprinkler",100.00,0,1,100.00,50,FALSE,50
Munchies,"Weikfield Cooker Cake Mix - Chocolate",95.00,6,6,89.00,150,FALSE,150
Munchies,"ITC Master Chef Butter Chicken",75.00,30,6,52.00,80,FALSE,80
Munchies,"Masala Oats Masala & Coriander",195.00,9,5,176.00,500,FALSE,500
Munchies,"Smith & Jones Mutter Paneer Masala",42.00,0,6,42.00,60,FALSE,60
Munchies,"Kitchens of India Dal Bukhara Gravy Mix",110.00,30,6,77.00,285,FALSE,285
Munchies,"Popular Essentials Fried Gram (Bengal Gram)",70.00,10,6,63.00,500,FALSE,500
Munchies,"Gits Jalebi with Maker Dessert Mix",75.00,16,6,63.00,100,FALSE,100
Munchies,"Popular Essentials Soya Beans",80.00,6,6,75.00,500,FALSE,500
Munchies,"24 Mantra Organic Roasted Bengal Gram Dal",105.00,7,6,97.00,500,FALSE,500
Munchies,"Keya Italian Seasoning",109.00,10,6,98.00,35,FALSE,35
Munchies,"MTR Idli/Dosa/Chilly Chutney Powder",115.00,0,3,115.00,200,FALSE,200
Munchies,"Delight Nuts Trail Mix",399.00,25,6,299.00,200,FALSE,200
Munchies,"Praakritik Organic Chilka Moong Dal",120.00,10,6,108.00,500,FALSE,500
Munchies,"Smith & Jones Garlic & Herbs Masala Mix",99.00,0,6,99.00,75,FALSE,75
Munchies,"Eastern Tamarind",63.00,0,6,63.00,200,FALSE,200
Munchies,"Tong Garden Wasabi Coated Greenpeas Tin",200.00,11,6,178.00,180,FALSE,180
Munchies,"Flying Bird Pineapple Artifical Food Essence",50.00,2,6,49.00,20,FALSE,20
Munchies,"Mother's Recipe Tamarind Paste",50.00,2,2,49.00,200,FALSE,200
Munchies,"Japanese Choice Udon Noodles",295.00,9,6,266.00,250,FALSE,250
Munchies,"Pantai Coconut Milk",150.00,0,4,150.00,400,FALSE,400
Munchies,"Praakritik Organic Masoor Dal",130.00,10,6,116.00,500,FALSE,500
Munchies,"Popular Essentials Classic Sona Masuri Rice",430.00,10,6,387.00,5000,FALSE,5
Munchies,"Popular Essentials Salted Murmure",70.00,18,6,57.00,400,FALSE,400
Munchies,"Oleev Active Oil (Pouch)",265.00,9,6,239.00,1000,FALSE,1
Munchies,"Delight Nuts Dried Blueberries",540.00,20,6,432.00,150,FALSE,150
Munchies,"Popular Essentials Double Beans White",60.00,10,6,54.00,250,FALSE,250
Munchies,"Delight Nuts Almond Natural",349.00,20,6,279.00,200,FALSE,200
Munchies,"Praakritik Organic Jaggery",160.00,6,6,150.00,900,FALSE,900
Munchies,"Praakritik Organic Raw Sugar",90.00,6,6,84.00,500,FALSE,500
Munchies,"MTR Masala - Sambar Powder",115.00,0,4,115.00,200,FALSE,200
Munchies,"RRO Til Dil Premium Til Oil Bottle",173.00,6,6,162.00,500,FALSE,500
Munchies,"ITC Master Chef Vegetable Biryani Cooking Paste",75.00,30,5,52.00,80,FALSE,80
Munchies,"Jivana Jaggery",100.00,0,2,100.00,950,FALSE,950
Munchies,"Praakritik Organic Besan",170.00,6,6,159.00,500,FALSE,500
Munchies,"MTR Instant Gulab Jamun Mix",195.00,9,6,176.00,500,FALSE,500
Munchies,"Maggi Magic Cubes Extra Chicken",199.00,0,2,199.00,240,FALSE,240
Munchies,"On1y Mixed Herbs",99.00,0,6,99.00,14,FALSE,14
Munchies,"Popular Essentials Urad Gola Black (Un-Polished)",80.00,10,6,72.00,500,FALSE,500
Munchies,"Gits Dessert Mix China Grass Bombay Halwa",55.00,0,4,55.00,80,FALSE,80
Munchies,"Praakritik Organic Basmati Rice",170.00,0,5,170.00,500,FALSE,500
Munchies,"Ceres Foods Nalli Nihari Instant Liquid Masala",220.00,50,6,110.00,200,FALSE,200
Munchies,"Borges Canola Oil Pet Bottle",399.00,0,6,399.00,1000,FALSE,1
Munchies,"Suhana Biryani Masala",66.00,0,6,66.00,50,FALSE,50
Munchies,"On1y Black Salt Grinder",99.00,0,6,99.00,100,FALSE,100
Munchies,"Popular Essentials Nylon Til",40.00,2,6,39.00,100,FALSE,100
Munchies,"Pillsbury Rich Choco Oven Cake Mix - Egg Free",170.00,6,6,159.00,270,FALSE,270
Munchies,"Weikfield Tomato Salsa Instant Pasta",25.00,0,1,25.00,77,FALSE,77
Munchies,"Praakritik Organic Jowar Atta",110.00,6,6,103.00,500,FALSE,500
Munchies,"Sugarfree Gold Low Calorie Sweetner",270.00,7,6,251.00,50,FALSE,50
Munchies,"Epicurea Thai Jasmine Rice",295.00,0,4,295.00,500,FALSE,500
